T,TM,Tm,H,PP,VV,V,VM,Toluene
32.8,42,24,27,0,4.3,5.9,18.3,59.8035
32.8,42,24,27,0,4.3,5.9,18.3,59.8035
33.2,42,25.7,29,0,4.7,8.1,13,59.8035
33.2,42,25.7,29,0,4.7,8.1,13,59.8035
33.9,42,25.7,32,0,4.7,10,14.8,59.8035
33.9,42,25.7,32,0,4.7,10,14.8,59.8035
33.1,41,25.9,36,0,4.7,7.2,16.5,59.8035
33.1,41,25.9,36,0,4.7,7.2,16.5,59.8035
33,41,25.2,30,0,4.8,7.2,14.8,59.8035
33,41,25.2,30,0,4.8,7.2,14.8,59.8035
32.4,41,24.6,31,0,4.7,11.5,20.6,59.8035
32.4,41,24.6,31,0,4.7,11.5,20.6,59.8035
32.5,39,26,40,0,4.3,9.8,16.5,59.8035
32.5,39,26,40,0,4.3,9.8,16.5,59.8035
31.6,38,26.7,39,0,4.3,5.4,11.1,59.8035
31.6,38,26.7,39,0,4.3,5.4,11.1,59.8035
33.7,42,24.5,25,0,4.5,7.8,14.8,59.8035
33.7,42,24.5,25,0,4.5,7.8,14.8,59.8035
32.64,40.2,25.4,33,0,4.52,8.34,15.56,59.8035
32.64,40.2,25.4,33,0,4.52,8.34,15.56,59.8035
32.64,40.2,25.4,33,0,4.52,8.34,15.56,59.8035
32.64,40.2,25.4,33,0,4.52,8.34,15.56,59.8035
35.26666667,43.33333333,27.4,37.66666667,0,4.6,9.683333333,18.1,59.8035
35.26666667,43.33333333,27.4,37.66666667,0,4.6,9.683333333,18.1,59.8035
35.2,44,27.7,34,0,4.7,8.9,18.3,59.8035
35.2,44,27.7,34,0,4.7,8.9,18.3,59.8035
34.9,43,27.5,36,0,4.5,10,20.6,59.8035
34.9,43,27.5,36,0,4.5,10,20.6,59.8035
35.2,44,24.6,33,0,4.5,8,14.8,59.8035
35.2,44,24.6,33,0,4.5,8,14.8,59.8035
34.9,42,28.1,42,0,4.5,9.8,18.3,59.8035
34.9,42,28.1,42,0,4.5,9.8,18.3,0
35.8,44,28,39,0,4.7,10.7,18.3,0
35.8,44,28,39,0,4.7,10.7,18.3,0
35.6,43,28.5,42,0,4.7,10.7,18.3,0
35.6,43,28.5,42,0,4.7,10.7,18.3,0
37.9,46,29.6,28,0,4.5,11.3,20.6,0
37.9,46,29.6,28,0,4.5,11.3,20.6,0
37.4,46,27.7,29,0,4.8,11.1,22.2,0
37.4,46,27.7,29,0,4.8,11.1,22.2,0
37.1,46,28.4,31,0,4.8,11.5,18.3,0
37.1,46,28.4,31,0,4.8,11.5,18.3,0
38.2,50,30.1,33,0,4.5,10.6,22.2,0
38.2,50,30.1,33,0,4.5,10.6,22.2,0
36.4,47,30,44,0,4.7,15.6,31.3,0
36.4,47,30,44,0,4.7,15.6,31.3,0
36.3,45,28.8,43,0,4.7,18.9,27.8,0
36.3,45,28.8,43,0,4.7,18.9,27.8,0
35,43,29.7,51,0,4.5,18.7,27.8,0
35,43,29.7,51,0,4.5,18.7,27.8,0
34.7,42,29.5,52,0,4.8,15.9,27.8,0
34.7,42,29.5,52,0,4.8,15.9,27.8,0
35.1,42,29.5,50,0,4.8,16.3,25.9,0
35.1,42,29.5,50,0,4.8,16.3,25.9,0
35.6,43,29.1,47,0,4.8,15,24.1,0
35.6,43,29.1,47,0,4.8,15,24.1,0
34.5,41,28.6,50,0,4.5,13.7,18.3,0
34.5,41,28.6,50,0,4.5,13.7,18.3,0
35.7,43,28.9,46,0,4.7,12,18.3,0
35.7,43,28.9,46,0,4.7,12,18.3,0
36.6,44,28.8,38,0,4.7,9.4,18.3,0
36.6,44,28.8,38,0,4.7,9.4,18.3,0
36.2,45,28.4,39,0,4.7,15.2,22.2,0
36.2,45,28.4,39,0,4.7,15.2,22.2,0
35.4,45,28,48,0,4.8,14.6,27.8,0
35.4,45,28,48,0,4.8,14.6,27.8,0
35.5,43,29.2,49,0,4.8,15.4,22.2,0
35.5,43,29.2,49,0,4.8,15.4,22.2,0
35.3,42,29.4,48,0,5,17.8,27.8,0
35.3,42,29.4,48,0,5,17.8,27.8,0
34.8,41,29.4,49,0,4.7,20,25.9,0
34.8,41,29.4,49,0,4.7,20,25.9,0
34.2,42,29.2,48,0,4.2,21.9,29.4,0
34.2,42,29.2,48,0,4.2,21.9,29.4,0
32.2,34,28.7,57,0,4.2,12.4,18.3,0
32.2,34,28.7,57,0,4.2,12.4,18.3,0
34.4,39.6,29.3,53,0,4.5,10.7,18.3,0
34.4,39.6,29.3,53,0,4.5,10.7,18.3,0
34.2,39,29.6,53,0,4.7,9.3,18.3,0
34.2,39,29.6,53,0,4.7,9.3,18.3,0
32.4,38,28.4,63,0,5,10.2,22.2,0
32.4,38,28.4,63,0,5,10.2,22.2,0
31.7,37,27,64,0,5,12.8,18.3,0
31.7,37,27,64,0,5,12.8,18.3,0.01
32.6,38,28,61,0,4.5,12.2,24.1,0
32.6,38,28,61,0,4.5,12.2,24.1,0
31.3,37,27.7,70,0,4.3,12.6,24.1,0
31.3,37,27.7,70,0,4.3,12.6,24.1,11.68
31.4,35,27.7,70,0,4.3,11.9,18.3,12.77
31.4,35,27.7,70,0,4.3,11.9,18.3,26.78
31.9,38,27.8,70,0,4.2,12.6,22.2,7.1
31.9,38,27.8,70,0,4.2,12.6,22.2,0.3
32.3,36,27.6,59,0,4.3,15,20.6,0
32.3,36,27.6,59,0,4.3,15,20.6,0
32.3,36,28,60,0,4.5,14.6,22.2,0
32.3,36,28,60,0,4.5,14.6,22.2,19.27
30.4,34,26.8,71,0.76,3.9,11.1,20.6,0.04
30.4,34,26.8,71,0.76,3.9,11.1,20.6,4.042
27.3,29,25.2,89,0.76,3.4,6.9,13,0.11
27.3,29,25.2,89,0.76,3.4,6.9,13,0
29.2,34,25.1,80,0.76,3.9,10.4,18.3,6.25
29.2,34,25.1,80,0.76,3.9,10.4,18.3,13.81
30.1,34,25.7,73,0,4.3,12,18.3,18.88
30.1,34,25.7,73,0,4.3,12,18.3,19.6
28.2,31,26,81,0,4.5,12.8,18.3,10.46
28.2,31,26,81,0,4.5,12.8,18.3,9.08
29.9,33,25.8,74,0,4.5,10,20.6,8.47
29.9,33,25.8,74,0,4.5,10,20.6,8.81
29.9,33,26.1,72,0,4.3,9.8,16.5,7.92
29.9,33,26.1,72,0,4.3,9.8,16.5,6.9
29.7,32,26.9,77,0,4.2,5.9,14.8,10.38
29.7,32,26.9,77,0,4.2,5.9,14.8,13.77
30.4,34,27,72,0,4.5,8,14.8,11.94
30.4,34,27,72,0,4.5,8,14.8,11.75
27.7,30,26,85,0,3.5,6.9,14.8,8.49
27.7,30,26,85,0,3.5,6.9,14.8,7.01
28.6,32,26,82,0,4.2,10,18.3,8.58
28.6,32,26,82,0,4.2,10,18.3,9.85
29.9,33,26.1,75,0,4.2,11.7,18.3,11.59
29.9,33,26.1,75,0,4.2,11.7,18.3,6.33
29,31.2,26.5,82,0,3.2,9.8,14.8,8.96
29,31.2,26.5,82,0,3.2,9.8,14.8,7.55
27.6,30,26,88,0,2.9,6.7,14.8,6.65
27.6,30,26,88,0,2.9,6.7,14.8,4.87
27.3,29.7,25,85,0,3.7,11.1,22.2,6.07
27.3,29.7,25,85,0,3.7,11.1,22.2,5.62
27.2,29,24.1,90,0,2.7,10,14.8,5.32
27.2,29,24.1,90,0,2.7,10,14.8,4.8
26.9,28,24.6,93,0,3.4,11.9,16.5,3.9
26.9,28,24.6,93,0,3.4,11.9,16.5,8.02
29.4,32,25.4,74,0,4.5,9.6,20.6,4.13
29.4,32,25.4,74,0,4.5,9.6,20.6,4.58
29.8,33.2,26,70,0,4.5,11.9,16.5,3.59
29.8,33.2,26,70,0,4.5,11.9,16.5,2.32
29.3,33.5,25.1,71,0,4.3,13.5,20.6,5.49
29.3,33.5,25.1,71,0,4.3,13.5,20.6,6.64
28.6,32,25.4,74,0,4.2,9.4,16.5,10.55
28.6,32,25.4,74,0,4.2,9.4,16.5,15.01
27.7,29.2,26,80,0,3.4,10.6,16.5,9.57
27.7,29.2,26,80,0,3.4,10.6,16.5,6.6
27.5,29,25.4,85,0,3.4,10,18.3,8.043333333
27.5,29,25.4,85,0,3.4,10,18.3,8.043333333
26.8,29.5,24.1,93,0,3.7,8,14.8,8.043333333
26.8,29.5,24.1,93,0,3.7,8,14.8,7.96
28.2,31,25.3,88,0,3.5,5.4,13,9.99
28.2,31,25.3,88,0,3.5,5.4,13,8.85
29.4,33,25.7,82,0,4,3.9,13,4.72
29.4,33,25.7,82,0,4,3.9,13,3.06
28.6,32,25.9,84,2.075,4,8.5,14.8,3.38
28.6,32,25.9,84,2.075,4,8.5,14.8,2.55
28.1,32.4,25.1,84,0.51,4.3,7.6,16.5,3.62
28.1,32.4,25.1,84,0.51,4.3,7.6,16.5,2.99
28.4,32.4,24.4,78,11.94,4.5,7.2,18.3,3.68
28.4,32.4,24.4,78,11.94,4.5,7.2,18.3,5.51
28.8,32.5,24.6,73,0,4.8,11.3,18.3,4.97
28.8,32.5,24.6,73,0,4.8,11.3,18.3,6.56
28.9,32.5,24.5,73,0,4.5,6.9,16.5,8.432
28.9,32.5,24.5,73,0,4.5,6.9,16.5,11.1
29.1,32.2,24.9,70,0,4.3,8.3,16.5,7.7
29.1,32.2,24.9,70,0,4.3,8.3,16.5,11.29
29.4,33,24.8,68,0,4.3,6.5,14.8,11.31
29.4,33,24.8,68,0,4.3,6.5,14.8,0.76
30.1,34.5,25.6,67,0,5,2.2,9.4,0
30.1,34.5,25.6,67,0,5,2.2,9.4,0
31.2,35.5,25.4,64,0,4.7,3,11.1,0
31.2,35.5,25.4,64,0,4.7,3,11.1,0.02
31,37,26,68,0,4.5,4.8,13,0
31,37,26,68,0,4.5,4.8,13,0
28.8,32,23,79,0,4.3,6.1,14.8,0
28.8,32,23,79,0,4.3,6.1,14.8,0
29.9,33,25,70,0,5,7.4,16.5,7.38
29.9,33,25,70,0,5,7.4,16.5,15.49
30.3,34,25,69,0,4.8,4.8,13,14.97
30.3,34,25,69,0,4.8,4.8,13,11.32
30.1,34,25.4,69,0,5.1,8.9,14.8,11.85
30.1,34,25.4,69,0,5.1,8.9,14.8,7.8
29.8,34,24.7,68,0,4.7,8.9,14.8,4.96
29.8,34,24.7,68,0,4.7,8.9,14.8,5.73
29.9,34,24.8,66,0,5,9.3,14.8,10.35
29.9,34,24.8,66,0,5,9.3,14.8,18.43
28,30,24.7,78,0,4,7.2,18.3,20.53
28,30,24.7,78,0,4,7.2,18.3,28.16
29.4,33.5,23.6,76,0,4.2,3.1,11.1,19.9
29.4,33.5,23.6,76,0,4.2,3.1,11.1,8.61
28.6,34,25.2,82,0,3.4,1.7,14.8,5.96
28.6,34,25.2,82,0,3.4,1.7,14.8,6.43
28.9,33,25.5,82,0,3.1,0,3.5,5.4
28.9,33,25.5,82,0,3.1,0,3.5,2.16
29.3,33,24.6,82,0,3.1,3,9.4,0
29.3,33,24.6,82,0,3.1,3,9.4,0
29.6,34,25.4,78,0,3.4,4.1,9.4,0
29.6,34,25.4,78,0,3.4,4.1,9.4,0
27.8,33,22.9,70,0,4,2,11.1,0
27.8,33,22.9,70,0,4,2,11.1,0
28.6,34.6,22,66,0,4.5,0.7,7.6,0
28.6,34.6,22,66,0,4.5,0.7,7.6,0
28.9,35,22.6,58,0,4.5,1.1,7.6,0
28.9,35,22.6,58,0,4.5,1.1,7.6,0
27.6,34.5,20,46,0,4.5,2.8,9.4,0
27.6,34.5,20,46,0,4.5,2.8,9.4,0
26.9,34,20.1,54,0,4.3,2.6,11.1,0
26.9,34,20.1,54,0,4.3,2.6,11.1,0
27.5,33.6,21,61,0,4.5,1.5,9.4,0
27.5,33.6,21,61,0,4.5,1.5,9.4,0
27.3,33,20.9,61,0,4.5,2.2,7.6,0
27.3,33,20.9,61,0,4.5,2.2,7.6,0
26.9,33,19.7,59,0,4,2.2,11.1,0
26.9,33,19.7,59,0,4,2.2,11.1,0
27.5,36,19.6,50,0,4.3,1.9,11.1,0
27.5,36,19.6,50,0,4.3,1.9,11.1,0
25.3,33,18,45,0,4.2,4.1,11.1,0
25.3,33,18,45,0,4.2,4.1,11.1,0
25,33.5,17,45,0,3.9,3.3,11.1,0
25,33.5,17,45,0,3.9,3.3,11.1,0
24.8,33,16.4,49,0,3.5,1.7,11.1,0
24.8,33,16.4,49,0,3.5,1.7,11.1,0
25.2,33,17.2,46,0,4.2,4.3,14.8,0
25.2,33,17.2,46,0,4.2,4.3,14.8,0
24.6,33.7,16.2,50,0,3.2,1.5,7.6,0
24.6,33.7,16.2,50,0,3.2,1.5,7.6,0
23.8,32.7,14.6,49,0,4,2.2,3.5,0
23.8,32.7,14.6,49,0,4,2.2,3.5,0
23.2,33.5,14.4,52,0,3.9,2.2,3.5,0
23.2,33.5,14.4,52,0,3.9,2.2,3.5,0
23.4,32.75,14.8,49,0,3.95,2.3,7.3,0
23.4,32.75,14.8,49,0,3.95,2.3,7.3,0
23.6,32,15.2,46,0,4,2.4,11.1,0
23.6,32,15.2,46,0,4,2.4,11.1,0
23.3,32.2,14.5,47,0,4.3,2.4,13,0
23.3,32.2,14.5,47,0,4.3,2.4,13,0
23.7,32,15.2,44,0,4.3,4.1,13,0
23.7,32,15.2,44,0,4.3,4.1,13,0
23.5,33.2,13.7,49,0,3.9,1.5,5.4,0
23.5,33.2,13.7,49,0,3.9,1.5,5.4,0
23.4,33,14.4,50,0,4.2,1.7,7.6,0
23.4,33,14.4,50,0,4.2,1.7,7.6,0
23.8,34,14,50,0,3.9,1.5,7.6,0
23.8,34,14,50,0,3.9,1.5,7.6,0
23.7,33,13.7,48,0,4.3,2.6,11.1,0
23.7,33,13.7,48,0,4.3,2.6,11.1,0
23.4,33.2,14.6,47,0,4.2,3.7,13,0
23.4,33.2,14.6,47,0,4.2,3.7,13,0
22.9,33.5,14.2,51,0,4.3,1.9,11.1,0
22.9,33.5,14.2,51,0,4.3,1.9,11.1,0
23.1,32.6,13.6,55,0,4.2,0,5.4,0
23.1,32.6,13.6,55,0,4.2,0,5.4,0
24.1,32,16.7,47,0,4.2,4.1,14.8,0
24.1,32,16.7,47,0,4.2,4.1,14.8,0
23,31,16.4,48,0,3.9,5.9,18.3,0
23,31,16.4,48,0,3.9,5.9,18.3,0
23.7,32,14.4,44,0,4.2,3.5,11.1,0
23.7,32,14.4,44,0,4.2,3.5,11.1,0
21.9,32,13.4,52,0,4.2,2.2,9.4,0
21.9,32,13.4,52,0,4.2,2.2,9.4,0
22.6,33,11.6,50,0,3.7,0.2,5.4,0
22.6,33,11.6,50,0,3.7,0.2,5.4,0
21.9,31,13.1,51,0,4,1.7,11.1,0
21.9,31,13.1,51,0,4,1.7,11.1,0
23,31.5,14.9,46,0,4.3,5,11.1,0
23,31.5,14.9,46,0,4.3,5,11.1,0
22.8,31,15,45,0,4.2,3.3,9.4,0
22.8,31,15,45,0,4.2,3.3,9.4,0
21.7,29,14.2,56,0,4,2.6,9.4,0
21.7,29,14.2,56,0,4,2.6,9.4,0
21.4,29,13.4,53,0,4.3,3.7,14.8,0
21.4,29,13.4,53,0,4.3,3.7,14.8,0
21.9,30,14.2,49,0,4.2,5.7,16.5,0
21.9,30,14.2,49,0,4.2,5.7,16.5,0
21.4,30,14,40,0,4.2,4.3,11.1,0
21.4,30,14,40,0,4.2,4.3,11.1,0
20.2,27,14.2,40,0,4.2,6.3,20.6,0
20.2,27,14.2,40,0,4.2,6.3,20.6,0
21,28.2,12.4,48,0,3.5,7.8,14.8,0
21,28.2,12.4,48,0,3.5,7.8,14.8,0
20.6,27.6,13.3,44,0,3.85,7.05,17.7,0
20.6,27.6,13.3,44,0,3.85,7.05,17.7,0
21.5,30,12.4,53,0,4,1.7,7.6,0
21.5,30,12.4,53,0,4,1.7,7.6,0
21.6,29,14,49,0,4,4.8,14.8,0
21.6,29,14,49,0,4,4.8,14.8,0
20.8,28,14.8,53,0,4.2,5.4,13,0
20.8,28,14.8,53,0,4.2,5.4,13,0
22.3,28.2,16.4,67,0,3.5,3.5,13,0
22.3,28.2,16.4,67,0,3.5,3.5,13,0
19.8,27.2,14,59,0,3.7,2.8,13,0
19.8,27.2,14,59,0,3.7,2.8,13,0
19.2,26,10.7,60,0,3.7,2.4,11.1,0
19.2,26,10.7,60,0,3.7,2.4,11.1,0
17.4,24,11.1,35,0,4.5,10.7,18.3,0
17.4,24,11.1,35,0,4.5,10.7,18.3,0
18.7,26,12.2,40,0,4.3,8.5,16.5,0
18.7,26,12.2,40,0,4.3,8.5,16.5,0
20.7,30,13.6,48,0,4.2,3.3,11.1,0
20.7,30,13.6,48,0,4.2,3.3,11.1,0
20.3,26,13.5,48,0,3.7,12.8,22.2,0
20.3,26,13.5,48,0,3.7,12.8,22.2,0
21.4,26,17,45,0,3.9,12,20.6,0
21.4,26,17,45,0,3.9,12,20.6,0
21.3,29,16.2,56,0,4.2,4.6,13,0
21.3,29,16.2,56,0,4.2,4.6,13,0
25.4,34,17.9,47,0,3.5,3.3,14.8,0
25.4,34,17.9,47,0,3.5,3.3,14.8,0
21.8,28,15,55,0,3.7,6.5,13,0
21.8,28,15,55,0,3.7,6.5,13,0
19.2,26,13,52,0,4,5.9,20.6,0
19.2,26,13,52,0,4,5.9,20.6,0
21.7,30,11.5,45,0,4.7,2.4,9.4,0
21.7,30,11.5,45,0,4.7,2.4,9.4,0
21.4,31,11.6,48,0,4,2.8,11.1,0
21.4,31,11.6,48,0,4,2.8,11.1,0
23.9,32,13.2,45,0,4.2,5.9,16.5,0
23.9,32,13.2,45,0,4.2,5.9,16.5,0
24.8,34,18.3,47,0,4,4.4,11.1,0
24.8,34,18.3,47,0,4,4.4,11.1,0
20.4,29,9.6,38,0,4.8,4.8,16.5,0
20.4,29,9.6,38,0,4.8,4.8,16.5,0
21.4,30,10.2,33,0,4.3,5,14.8,0
21.4,30,10.2,33,0,4.3,5,14.8,0
20.2,28,10.6,32,0,4.2,6.1,18.3,0
20.2,28,10.6,32,0,4.2,6.1,18.3,0
24.2,30,16.3,49,0,4,11.9,18.3,0
24.2,30,16.3,49,0,4,11.9,18.3,0
26.2,33,19.1,47,0,4.2,10.2,24.1,0
26.2,33,19.1,47,0,4.2,10.2,24.1,0
27.7,34,21.2,47,0,4.2,6.9,14.8,0
27.7,34,21.2,47,0,4.2,6.9,14.8,0
28.4,37,17.8,36,0,4.3,3.3,9.4,0
28.4,37,17.8,36,0,4.3,3.3,9.4,0
27.4,34,19.2,40,0,4.7,12,20.6,0
27.4,34,19.2,40,0,4.7,12,20.6,0
24.1,30,17.4,47,0,4.3,9.8,14.8,0
24.1,30,17.4,47,0,4.3,9.8,14.8,0
26.2,35,15.5,26,0,4.5,4.4,13,0
26.2,35,15.5,26,0,4.5,4.4,13,0
26.9,36,15.6,30,0,5,3.9,14.8,0
26.9,36,15.6,30,0,5,3.9,14.8,0
27.6,38,17,31,0,4.7,2.6,9.4,0
27.6,38,17,31,0,4.7,2.6,9.4,0
27.2,36,17.4,34,0,4.2,2.6,9.4,0
27.2,36,17.4,34,0,4.2,2.6,9.4,0
26.6,34,18.7,29,0,5,6.9,16.5,0
26.6,34,18.7,29,0,5,6.9,16.5,0
26.2,34,16.7,31,0,4.3,3.7,13,0
26.2,34,16.7,31,0,4.3,3.7,13,0
27.4,35,17,30,0,4.3,5.4,14.8,0
27.4,35,17,30,0,4.3,5.4,14.8,0
28.3,34,21.2,31,0,4.7,9.6,18.3,0
28.3,34,21.2,31,0,4.7,9.6,18.3,0
26.8,33,20.3,45,0,4.5,11.5,20.6,0
26.8,33,20.3,45,0,4.5,11.5,20.6,0
23.5,33,12.8,22,0,5,4.4,14.8,0
23.5,33,12.8,22,0,5,4.4,14.8,0
25.9,34,14,17,0,4.7,8.7,18.3,0
25.9,34,14,17,0,4.7,8.7,18.3,0
27.1,35,19,21,0,4.5,6.3,16.5,0
27.1,35,19,21,0,4.5,6.3,16.5,0
28.4,35,21,40,0,4.5,5.7,16.5,0
28.4,35,21,40,0,4.5,5.7,16.5,0
28.3,36,21,37,0,4.5,4.8,13,0
28.3,36,21,37,0,4.5,4.8,13,0
29.6,38,20.2,30,0,4.5,2,9.4,0
29.6,38,20.2,30,0,4.5,2,9.4,0
30.5,39,22.7,31,0,5,4.8,18.3,0
30.5,39,22.7,31,0,5,4.8,18.3,0
33.3,41,20.6,27,0,4.5,4.4,11.1,0
33.3,41,20.6,27,0,4.5,4.4,11.1,0
34.7,43,24.7,26,0,4.5,4.6,14.8,0
34.7,43,24.7,26,0,4.5,4.6,14.8,0
32.4,40,23,26,0,5,6.9,13,0
32.4,40,23,26,0,5,6.9,13,0
32.5,40,24,30,0,5.3,9.3,14.8,0
32.5,40,24,30,0,5.3,9.3,14.8,0
31.6,39,22.4,36,0,4.7,8,22.2,0
31.6,39,22.4,36,0,4.7,8,22.2,0
31.9,39,23.2,44,0,4.7,10,20.6,0
31.9,39,23.2,44,0,4.7,10,20.6,0
27.8,35,20,24,0,4.8,5.6,13,0
27.8,35,20,24,0,4.8,5.6,13,0
29.2,38,16.2,16,0,4.3,5,13,0
29.2,38,16.2,16,0,4.3,5,13,0
31,39,17.7,13,0,4.7,8,16.5,0
31,39,17.7,13,0,4.7,8,16.5,0
30.1,38.5,16.95,14.5,0,4.5,6.5,14.75,0
30.1,38.5,16.95,14.5,0,4.5,6.5,14.75,0
34.9,44,24.3,17,0,4.7,5.2,16.5,0
34.9,44,24.3,17,0,4.7,5.2,16.5,0
34.5,43,21.6,17,0,5,8,16.5,0
34.5,43,21.6,17,0,5,8,16.5,0
34.7,43,23.6,16,0,4.7,9.8,20.6,0
34.7,43,23.6,16,0,4.7,9.8,20.6,0
32.9,41,24.7,46,0,4.5,13.3,22.2,0
32.9,41,24.7,46,0,4.5,13.3,22.2,0
31.7,39,25,53,0,4.5,13.9,20.6,0
31.7,39,25,53,0,4.5,13.9,20.6,0
31.6,38.5,25.4,51,0,4.5,14.4,22.2,0
31.6,38.5,25.4,51,0,4.5,14.4,22.2,0
31.9,38.2,24,35,0,4.5,9.4,16.5,0
31.9,38.2,24,35,0,4.5,9.4,16.5,0
33.3,41,22.2,26,0,4.7,7.4,14.8,0
33.3,41,22.2,26,0,4.7,7.4,14.8,0
33,39,25.1,39,0,4.7,10.9,22.2,0
33,39,25.1,39,0,4.7,10.9,22.2,0
34.3,41,25.7,35,0,4.7,7.8,13,0
34.3,41,25.7,35,0,4.7,7.8,13,0
35.1,42,27.2,29,0,4.5,7,14.8,0
35.1,42,27.2,29,0,4.5,7,14.8,0
35.6,42,27.7,29,0,4.8,9.1,14.8,0
35.6,42,27.7,29,0,4.8,9.1,14.8,0
35.2,43,26,32,0,5,11.5,24.1,0
35.2,43,26,32,0,5,11.5,24.1,0
35.6,43,25.2,28,0,4.7,9.1,20.6,0
35.6,43,25.2,28,0,4.7,9.1,20.6,0
35.1,42,25.2,30,0,4.5,9.4,22.2,0
35.1,42,25.2,30,0,4.5,9.4,22.2,0
38,44,29.8,24,0,4.8,9.4,18.3,0
38,44,29.8,24,0,4.8,9.4,18.3,0
36.2,43,29.6,29,0,4.7,10.6,18.3,0
36.2,43,29.6,29,0,4.7,10.6,18.3,0
34.7,43,27.7,40,0,5,13.3,24.1,0
34.7,43,27.7,40,0,5,13.3,24.1,0
35.4,44,27.2,34,0,4.7,15.2,24.1,0
35.4,44,27.2,34,0,4.7,15.2,24.1,0
34.4,42,26.7,40,0,4.8,15.2,24.1,0
34.4,42,26.7,40,0,4.8,15.2,24.1,0
32.6,40,24,44,0,4.3,13.3,31.7,0
32.6,40,24,44,0,4.3,13.3,31.7,0
36.3,43,29.7,44,0,4.8,11.9,22.2,0
36.3,43,29.7,44,0,4.8,11.9,22.2,0
35.6,43,29.2,45,0,4.7,12.8,20.6,0
35.6,43,29.2,45,0,4.7,12.8,20.6,0
34.6,42,28.2,53,0,5,13.3,22.2,0
34.6,42,28.2,53,0,5,13.3,22.2,0
34.2,40,29.7,54,0,4.8,16.1,22.2,0
34.2,40,29.7,54,0,4.8,16.1,22.2,0
35.2,40,28.2,52,0,4.5,10.2,20.6,0
35.2,40,28.2,52,0,4.5,10.2,20.6,0
36.9,42,30.2,44,0,4.7,8.3,18.3,0
36.9,42,30.2,44,0,4.7,8.3,18.3,0
36,42,30.6,48,0,4.5,12.6,31.3,0
36,42,30.6,48,0,4.5,12.6,31.3,0
34.1,40,28.6,52,0,4.8,14.8,18.3,0
34.1,40,28.6,52,0,4.8,14.8,18.3,0
33.7,40,28.7,53,0,4.7,12,18.3,0
33.7,40,28.7,53,0,4.7,12,18.3,0
32.2,39,26,59,0,4.3,11.3,24.1,0
32.2,39,26,59,0,4.3,11.3,24.1,0
34.4,41,27.5,54,0,4.7,7.2,22.2,0
34.4,41,27.5,54,0,4.7,7.2,22.2,0
34.8,40,28.9,52,0,5,10,18.3,0
34.8,40,28.9,52,0,5,10,18.3,0
34.6,40,28.8,52,0,4.7,11.3,22.2,0
34.6,40,28.8,52,0,4.7,11.3,22.2,0
34.3,40,28.3,51,0,4.5,18.7,31.7,0
34.3,40,28.3,51,0,4.5,18.7,31.7,0
34,39.2,28.8,53,0,4.7,19.8,29.4,0
34,39.2,28.8,53,0,4.7,19.8,29.4,0
33.8,39,27.8,54,0,4.3,17.2,25.9,0
33.8,39,27.8,54,0,4.3,17.2,25.9,0
31.2,38,25.5,68,0,4,5.6,29.4,0
31.2,38,25.5,68,0,4,5.6,29.4,0
30.3,35,24,73,0,3.9,6.7,18.3,0
30.3,35,24,73,0,3.9,6.7,18.3,0
29.6,34,24.2,80,0,3.9,5.7,16.5,0
29.6,34,24.2,80,0,3.9,5.7,16.5,0
26.9,28,24.4,93,0,3.1,14.4,25.9,0
26.9,28,24.4,93,0,3.1,14.4,25.9,0
27.8,29,24.7,90,0,3.1,7.8,22.2,0
27.8,29,24.7,90,0,3.1,7.8,22.2,0
27.5,30,25.7,93,0,2.7,4.6,18.3,0
27.5,30,25.7,93,0,2.7,4.6,18.3,0
29.5,35.2,25.3,74,0,4.2,5.9,18.3,0
29.5,35.2,25.3,74,0,4.2,5.9,18.3,0
30.2,36,24.8,71,0,4.7,5,22.2,0
30.2,36,24.8,71,0,4.7,5,22.2,0
30.7,35,26.4,68,0,4.2,4.8,11.1,0
30.7,35,26.4,68,0,4.2,4.8,11.1,0
29.3,32,24.5,77,0,4.2,11.7,22.2,0
29.3,32,24.5,77,0,4.2,11.7,22.2,0
27.3,30,25,91,0,3.1,11.1,18.3,0
27.3,30,25,91,0,3.1,11.1,18.3,0
26.6,28.6,24.2,93,0,3.4,10.7,20.6,0
26.6,28.6,24.2,93,0,3.4,10.7,20.6,0
30.5,34,25.8,77,0,4.3,3.5,24.1,0
30.5,34,25.8,77,0,4.3,3.5,24.1,0
27.9,32,25,89,0,2.7,3.1,9.4,0
27.9,32,25,89,0,2.7,3.1,9.4,0
29.3,33,24.4,83,0,3.7,7,16.5,0
29.3,33,24.4,83,0,3.7,7,16.5,0
26.2,27,23.7,95,0,2.6,12.8,22.2,0
26.2,27,23.7,95,0,2.6,12.8,22.2,0
25.9,27,23.3,96,0,1.8,12.4,18.3,0
25.9,27,23.3,96,0,1.8,12.4,18.3,0
25.7,26,23.4,98,0,2.9,12.4,22.2,0
25.7,26,23.4,98,0,2.9,12.4,22.2,0
28.1,30.5,24.9,85,0,3.7,8.9,14.8,0
28.1,30.5,24.9,85,0,3.7,8.9,14.8,0
29.1,32.7,24.7,79,0,4.3,18.5,32.4,0
29.1,32.7,24.7,79,0,4.3,18.5,32.4,0
27.8,30.6,24.5,83,0,3.7,11.1,25.9,0
27.8,30.6,24.5,83,0,3.7,11.1,25.9,0
29.7,33,25,74,0,3.9,12.8,20.6,0
29.7,33,25,74,0,3.9,12.8,20.6,0
